area_type,prop_type,transaction,location,Super Area,Status,Property Age,Zoning,Carpet Area,Washroom,Parking,Pantry,Overlooking,Floor,Entrance,Furnishing Status,Plot Area,Plot (L X B),Facing,Available From,Width of Road,Open Sides,ParkingRatio,Water Availability,Hospital,Seats,price_std,area_std,location_cleaned,latitude,longitude
Super Area,shop,sale,"crystal mall, knowledge park 1 greater noida",200 sqft,Ready to Move,,,,,,,,,,Semi-Furnished,,,,,,,,,,,1470000.0,200.0,knowledge park 1 greater noida,28.478588,77.4813689
Super Area,shop,sale,knowledge park 1 noida,1100 sqft,,,,,,,,,,,Unfurnished,,,,,,,,,,,18300000.0,1100.0,knowledge park 1 noida,28.478588,77.4813689
Carpet Area,shop,sale,"ullahawas, sector 61, golf course extension road gurgaon",,Ready to Move,New Construction,,571 sqft,,,,,Ground out of 12,,Furnished,,,,,,,,24 Hours Available,,,38000000.0,571.0,golf course extension road gurgaon,28.4076553,77.0615982
Plot Area,land,sale,block a new industrial township 3 faridabad,,,,Commercial,,,,,,,,,2520 sqft,21 X 120,West,,,,,,,,38000000.0,2520.0,block a new industrial township 3 faridabad,28.4031478,77.3105561
Super Area,office space,sale,vaishali extension ghaziabad,900 sqft,Ready to Move,,,,,1 Open,Personal Pantry/Cafeteria,,Ground out of 3,,Furnished,,,,,,,,,,,8800000.0,900.0,vaishali extension ghaziabad,28.7749966,77.4586967
Super Area,office space,sale,"logix technova, sector 132, noida express way noida",850 sqft,Ready to Move,,,,2,,Dry Pantry/Cafeteria,Pool,,,,,,East,,,,,,,,3500000.0,850.0,noida express way noida,28.5706333,77.3272147
Super Area,office space,sale,daryaganj new delhi,291 sqft,Ready to Move,,,,1,,,,3 out of 4,,Semi-Furnished,,,,,,,,,,,3000000.0,291.0,daryaganj new delhi,28.6301065,77.2174139
Super Area,shop,sale,"batla house, okhla new delhi",170 sqft,Ready to Move,5 to 10 years old,,,,,,,Ground out of 6,,Unfurnished,,,,,,,,,,,4400000.0,170.0,okhla new delhi,28.6250585,77.2172811
Carpet Area,shop,sale,sector 86 gurgaon,,Ready to Move,Less than 5 years old,,115 sqft,,,,,2 out of 3,,Unfurnished,,,West,,,,,,,,3500000.0,115.0,sector 86 gurgaon,28.3981205,76.9411257
Carpet Area,showroom,sale,piyush heights faridabad,,Ready to Move,New Construction,,1200 sqft,,,,,Ground out of 1,25 ft wide,Unfurnished,,,,,,,,,,,38000000.0,1200.0,piyush heights faridabad,28.4163857,77.3647588
Carpet Area,showroom,sale,"emaar business district 114, sector 114 gurgaon",,Ready to Move,,Commercial,134 sqyrd,,,,,Upper Basement out of 3,20 ft wide,Unfurnished,,,,,,,,,,,56200000.0,1206.0,sector 114 gurgaon,28.531878,77.0117794
Super Area,shop,sale,"gujranwala town, model town new delhi",100 sqm,Ready to Move,10 to 15 years old,,,,,,,Ground out of 1,,Unfurnished,,,,,,,,,,,9500000.0,1076.39,model town new delhi,28.7057279,77.213725
Super Area,showroom,sale,sector 65 gurgaon,380 sqft,,,,,,,,,2 out of 3,,Unfurnished,,,,,,,,,,,6000000.0,380.0,sector 65 gurgaon,28.4030162,77.0695893
Carpet Area,showroom,sale,amar colony lajpat nagar 4 new delhi,,Ready to Move,15 to 20 years old,,3300 sqft,,,,,Ground out of 4,30 ft wide,Semi-Furnished,,,,,,,,,,,110000000.0,3300.0,amar colony lajpat nagar 4 new delhi,28.6328027,77.2197713
Plot Area,industrial land,sale,sector 83 noida,,,,,,,,,,,,,19380 sqft,,,,,,,,,,45000000.0,19380.0,sector 83 noida,28.524456,77.3979673
Super Area,industrial building,sale,sector 83 noida,9000 sqft,,,,,,,,,,,,,,,,,,,,,,31500000.0,9000.0,sector 83 noida,28.524456,77.3979673
Super Area,industrial building,sale,sector 83 noida,8000 sqft,,,,,,,,,,,,,,,,,,,,,,28000000.0,8000.0,sector 83 noida,28.524456,77.3979673
Plot Area,industrial land,sale,sector 83 noida,,,,,,,,,,,,,19380 sqft,,,,,,,,,,45000000.0,19380.0,sector 83 noida,28.524456,77.3979673
Plot Area,industrial land,sale,sector 35 gurgaon,,,,,,,,,,,,,10800 sqft,,,,,,,,,,7190000.0,10800.0,sector 35 gurgaon,28.4145669,77.0018689
Plot Area,industrial land,sale,sector 35 gurgaon,,,,,,,,,,,,,10760 sqft,,,,,,,,,,7170000.0,10760.0,sector 35 gurgaon,28.4145669,77.0018689
Plot Area,industrial land,sale,sector 35 gurgaon,,,,,,,,,,,,,10620 sqft,,,,,,,,,,7070000.0,10620.0,sector 35 gurgaon,28.4145669,77.0018689
Plot Area,industrial land,sale,sector 35 gurgaon,,,,,,,,,,,,,600 sqft,,,,,,,,,,400000.0,600.0,sector 35 gurgaon,28.4145669,77.0018689
Plot Area,land,sale,"shahbad dairy, rohini new delhi",,,,,,,,,,,,,3600 sqft,,,,,,,,,,15000000.0,3600.0,rohini new delhi,28.719436,77.0672351
Plot Area,land,sale,"shahbad dairy, rohini new delhi",,,,,,,,,,,,,4500 sqft,,,,,,,,,,50000000.0,4500.0,rohini new delhi,28.719436,77.0672351
Plot Area,industrial land,sale,"shahbad dairy, rohini new delhi",,,,,,,,,,,,,2889 sqft,,,,,,,,,,9000000.0,2889.0,rohini new delhi,28.719436,77.0672351
Plot Area,land,sale,"shahbad dairy, rohini new delhi",,,,,,,,,,,,,1800 sqft,,,,,,,,,,10000000.0,1800.0,rohini new delhi,28.719436,77.0672351
Super Area,shop,sale,"amb selfie street , sector 92 gurgaon",265 sqft,Ready to Move,,,,,,,,3 out of 3,,Unfurnished,,,,,,,,,,,4000000.0,265.0,sector 92 gurgaon,28.4089049,76.9155232
Carpet Area,office space,sale,sector 5 rohini new delhi,,Ready to Move,,,112 sqft,1,,,,3 out of 3,,Bareshell,,,East,,,,,,,,2200000.0,112.0,sector 5 rohini new delhi,28.7060837,77.1028753
Super Area,office space,sale,"bagdola, dwarka new delhi",1400 sqft,,,,,3,,,,,,,,,,,,,,,,,7600000.0,1400.0,dwarka new delhi,28.574272,77.0653316
Super Area,office space,sale,mandoli new delhi,1000 sqyrd,Ready to Move,5 to 10 years old,,,1,,,,Ground out of 1,,Semi-Furnished,,,,,,,,,,,140000000.0,9000.0,mandoli new delhi,28.5033155,77.1787621
Plot Area,land,sale,palam colony palam new delhi,,,,Commercial,,,,,,,,,513 sqft,,,,,,,,,,38000000.0,513.0,palam colony palam new delhi,28.5812731,77.0957702
Super Area,shop,sale,delta 1 greater noida,300 sqft,Ready to Move,,,,,,,,Ground out of 5,,Unfurnished,,,,,,,,,,,4400000.0,300.0,delta 1 greater noida,28.4784766,77.5257314
Super Area,office space,sale,sector 90 noida,532 sqft,Ready to Move,,,,1,,,,22 out of 27,,Furnished,,,,,,,,,,,4450000.0,532.0,sector 90 noida,28.5122394,77.4142559
Super Area,shop,sale,"sector 74, delhi gurgaon expressway gurgaon",795 sqft,Ready to Move,New Construction,,,,,,,1 out of 4,,Unfurnished,,,,,,,,,,,15000000.0,795.0,delhi gurgaon expressway gurgaon,28.4831817,76.9873663
Plot Area,land,sale,shastri nagar new delhi,,,,,,,,,,,,,1125 sqft,,,,,,,,,,92500000.0,1125.0,shastri nagar new delhi,28.6338529,77.2707561
Super Area,office space,sale,urbetach tower sector 132 noida,204 sqft,Ready to Move,,,,3,,,,4 out of 16,,Bareshell,,,,,,,,,,,2000000.0,204.0,urbetach tower sector 132 noida,28.5706333,77.3272147
Super Area,shop,sale,"sector 21d, mathura road faridabad",27 sqyrd,,,Commercial,,,,,,2 out of 3,,Unfurnished,,,,,,,,,,,9800000.0,243.0,mathura road faridabad,28.3650553,77.314851
Plot Area,industrial land,sale,guldhar 2 ghaziabad,,,,,,,,,,,,,2880 sqft,,East,,,,,,,,23000000.0,2880.0,guldhar 2 ghaziabad,28.7749966,77.4586967
Carpet Area,shop,sale,"spectrum metro, sector 75 noida",,Ready to Move,,,1000 sqft,,,,,3 out of 9,,Furnished,,,,,,,,,,,30000000.0,1000.0,sector 75 noida,28.4716932,77.5313411
Super Area,shop,sale,"gaur city center, gaur city 1 greater noida",271 sqft,Ready to Move,New Construction,,,,,,,2 out of 20,271 ft wide,Unfurnished,,,,,,,,,,,9000000.0,271.0,gaur city 1 greater noida,28.4670734,77.5137649
Carpet Area,shop,sale,"kanishka towers, sector 37, mathura road faridabad",,Ready to Move,5 to 10 years old,,200 sqft,,,,,Ground out of 3,,Unfurnished,,,,,,,,,,,6500000.0,200.0,mathura road faridabad,28.3650553,77.314851
Super Area,shop,sale,noida extension greater noida,155 sqft,Ready to Move,New Construction,,,,,,,1 out of 4,,Unfurnished,,,East,,,,,,,,3400000.0,155.0,noida extension greater noida,28.5706333,77.3272147
Carpet Area,office space,sale,mayur vihar 1 new delhi,,Ready to Move,,,650 sqft,1,,Dry Pantry/Cafeteria,Garden/Park,3 out of 3,,,,,,,,,,,,,12000000.0,650.0,mayur vihar 1 new delhi,28.6328027,77.2197713
Super Area,office in it park/ sez,sale,"rps infinia, mathura road faridabad",943 sqft,Ready to Move,,,,1,,Wet Pantry/Cafeteria,,Ground out of 18,,Bareshell,,,,,,,,,,,13500000.0,943.0,mathura road faridabad,28.3650553,77.314851
Carpet Area,shop,sale,"roshanara road, shakti nagar new delhi",,Ready to Move,Less than 5 years old,,480 sqft,,,,,Ground out of 3,,Unfurnished,,,,,,,,24 Hours Available,,,30000000.0,480.0,shakti nagar new delhi,28.6824753,77.1868087
Super Area,shop,sale,"gaur world street, noida extension noida",276 sqft,Ready to Move,,,,,,,,Lower Basement out of 5,,Unfurnished,,,,,,,,,,,10000000.0,276.0,noida extension noida,28.5706333,77.3272147
Carpet Area,shop,sale,"m3m the cullinan, sector 94, noida express way noida",,Possession by Dec '27,,,125 sqft,,,,,Ground out of 5,,Furnished,,,,Dec '27,,,,,,,3900000.0,125.0,noida express way noida,28.5706333,77.3272147
Super Area,showroom,sale,"elan miracle, sector 84 gurgaon",741 sqft,Ready to Move,,Commercial,,,,,,1 out of 7,,Furnished,,,,,,,,,,,16000000.0,741.0,sector 84 gurgaon,28.4082289,76.9630245
Super Area,shop,sale,tilak nagar new delhi,200 sqft,Ready to Move,,,,,,,,Ground out of 1,,Semi-Furnished,,,,,,,,,,,5000000.0,200.0,tilak nagar new delhi,28.6440078,77.1033702
Carpet Area,shop,sale,knowledge park 1 greater noida,,Ready to Move,,,240 sqft,,,,,8 out of 12,50 ft wide,Unfurnished,,,,,,,,24 Hours Available,,,2400000.0,240.0,knowledge park 1 greater noida,28.478588,77.4813689
Super Area,shop,sale,sector 90 gurgaon,982 sqft,Ready to Move,,,,,,,,1 out of 2,,Unfurnished,,,,,,,,,,,21000000.0,982.0,sector 90 gurgaon,28.4069974,76.9365562
Plot Area,land,sale,jangpura new delhi,,,,,,,,,,,,,3600 sqft,,,,,,,,,,87500000.0,3600.0,jangpura new delhi,28.6328027,77.2197713
Super Area,shop,sale,sector 1 rama krishna puram new delhi,120 sqft,Ready to Move,,,,,,,,Ground out of 2,,Unfurnished,,,,,,,,,,,25000000.0,120.0,sector 1 rama krishna puram new delhi,28.564755,77.1783289
Super Area,shop,sale,civil lines new delhi,225 sqft,Ready to Move,,,,,,,,1 out of 4,,Unfurnished,,,,,,,,,,,24500000.0,225.0,civil lines new delhi,28.6627515,77.1852561
Super Area,shop,sale,knowledge park 1 greater noida,260 sqft,,,,,,,,,,,Unfurnished,,,,,,,,,,,1920000.0,260.0,knowledge park 1 greater noida,28.478588,77.4813689
Super Area,shop,sale,"gaur city center, gaur city 2 greater noida",171 sqft,Ready to Move,Less than 5 years old,,,,,,,Lower Basement out of 10,,Furnished,,,,,,,,,,,4500000.0,171.0,gaur city 2 greater noida,28.5706333,77.3272147
Carpet Area,shop,sale,sector-4 greater noida,,Ready to Move,Less than 5 years old,,125 sqft,,,,,2 out of 5,,Semi-Furnished,,,,,,,,24 Hours Available,,,4200000.0,125.0,sector-4 greater noida,28.4707522,77.5319152
